pdb	chain	pLDDT_before	pLDDT_after	tm_score_before	tm_score_after	lddt_before	lddt_after
8ajb	D	92.88		0.83199		0.9947129359677982	
7t9t	A	25.99		0.24524		0.20573124671075127	
7yix	A	92.95		0.97928		0.9081611390318691	
7yrn	A	39.03		0.35244		0.45069284729727094	
8a95	A						
8afe	B	92.19		0.87571		0.9376680694920816	
8afh	B	92.19		0.87571		0.937396772693384	
8afl	B	91.32		0.80141		0.8844670334311884	
8afm	B	91.32		0.80142		0.8842972685555412	
8dzw	C	54.76		0.648		0.5588563099066535	
8e2u	A	52.94		0.66721		0.5430724559206602	
8eay	A	53.58	65.2	0.69747	0.81403	0.5691087319083864	0.6487567510379897
8ebp	A	53.65		0.69205		0.539532963534823	
8ezk	A	57.32	70.93	0.45971	0.48972	0.6237587037299398	0.6917730049802091
8ezl	A						
8ezm	A	53.54	78.33	0.49518	0.84132	0.6275894115355676	0.8345250084493278
8hr2	A	28.61	45.06	0.31417	0.24449	0.274955698981429	0.24345766175979358
8iv4	G	26.1		0.27209		0.2601060792043162	
8iv5	G	26.1		0.27704		0.25353571811458964	
8iv8	G	27.4	33.32	0.26562	0.24402	0.2726910466477451	0.2562083422305973
8iva	G	26.1		0.2794		0.2505871970290395	
8iy5	A	77.77		0.77181		0.7188617889752261	
8sh5	R						
8sk5	A	26.79		0.27898		0.2707743001722675	
8tfp	B	85.26		0.59675		0.870152382495161	
8tfq	B	85.26		0.59587		0.8678504346034677	
8thk	A	79.97		0.77384		0.7806796698382625	
8thl	A	79.97		0.77389		0.7690697835944676	
7yk4	A	88.53		0.84194		0.8466665885793726	
8axh	A	68.46	68.46	0.5423	0.5423	0.625	0.625
8b17	A	85.5		0.97681		0.925850727985847	
8b18	A	85.5		0.97194		0.921877587488143	
8b19	A	85.5		0.97267		0.9228967308233741	
8b1a	A	85.5		0.96835		0.9202170318027658	
8b1b	A	85.5		0.97095		0.9226540775818319	
8b1c	A	85.5		0.97587		0.9219618458844829	
8b1d	A	85.5		0.97726		0.9215858237413548	
8b1e	A	85.5		0.96952		0.9222381993415305	
8b1f	A	85.5		0.9704		0.9220264543257763	
8b1g	A	85.5		0.96879		0.919868637072422	
8b1h	A	85.5		0.96752		0.921158997580455	
8b1i	A	85.5		0.96827		0.9210974045770142	
8b1j	A	85.5		0.96826		0.9229050195562157	
8b1k	A	85.5		0.96817		0.919928439182349	
8e6j	A	60.25	62.61	0.80825	0.82347	0.5931037845701715	0.6196603849577041
8e6k	A	60.25		0.8092		0.5966021782452735	
8gp5	X	25.62		0.23749		0.24688102004667126	
8gpg	Z	26.42		0.22994		0.25025507735360764	
8h0p	A	77.64		0.04011		0.7415591233787853	
8h0q	A	73.37	73.37	0.30068	0.30068	0.727427356032549	0.727427356032549
8pm2	A	83.15		0.84076		0.7901602444576681	
8h3c	F	78.23		0.31398		0.900625	
7tcn	A	26.31		0.21145		0.20494663732991159	
7tco	A	24.7		0.22135		0.20534097649919184	
7trh	G	56.88	56.88	0.72979	0.72979	0.5483489083555356	0.5483489083555356
7tri	B	60.96	60.96	0.70444	0.70444	0.5879140175775724	0.5879140175775724
7y71	A						
7y72	A	28.07	46.76	0.28336	0.25639	0.2939826018567083	0.273507022764436
7yiz	B	88.3		0.76348		0.9261169794283538	
8aon	A	91.94		0.98723		0.9562066977286565	
8c5h	S	92.28		0.97178		0.9410227951189089	
8dpz	B	28.87	34.16	0.31673	0.24422	0.2704524207724692	0.2323257057060861
8dtk	A	26.83	37.4	0.2924	0.23162	0.2912063762478387	0.24887520610898367
8dyt	I	40.35	41.5	0.24167	0.21781	0.7265870197510822	0.712404457521645
8dyw	I	33.39	38.4	0.16841	0.1561	0.7182257846320346	0.7195761183261183
8dyx	I	33.77	33.77	0.17119	0.17119	0.6855951301784635	0.6855951301784635
8dyy	I	33.03	47.48	0.17569	0.14614	0.6914581078643578	0.6891722956827123
8dz3	I	33.3	34.14	0.201	0.19337	0.6962774204961705	0.707144814510886
8dz4	I	33.88	34.67	0.17807	0.17452	0.7221166617473436	0.7008870154466745
8dz5	I	38.19	38.81	0.23864	0.19902	0.6596448863636363	0.6212391774891775
8f0j	A	78.88		0.10616		0.7705808280262858	
8f0k	A	78.92		0.21566		0.7929318318898418	
8f2a	A	78.58		0.21954		0.806398225193362	
8f2b	A	78.92		0.83486		0.7875230667485468	
8f6x	B	48.56		0.55223		0.5408868685123208	
8ghr	A	87.27		0.9742		0.8656756769199021	
8jr9	A	75.1		0.79791		0.7957602920079259	
2ybr	C	89.69		0.93004		0.9316657532884551	
5xj3	C	75.36		0.93827		0.8902910239586798	
5xj4	A	86.34		0.85456		0.8554583144576376	
4lar	h	94.49		0.98344		0.9638615692826743	
4ffy	A	81.53		0.96227		0.9375926980701654	
1mfa	A						
7yv1	A	89.33		0.94165		0.9204460530616422	
8dzv	C	83.34		0.73387		0.9467171717171717	
8ib1	C	75.43		0.18685		0.37016317016317013	
8dok	B	54.83	67.52	0.28483	0.36696	0.5474366181327838	0.5096964888392866
8dwo	A	66.71	66.71	0.62969	0.62969	0.6424679435443377	0.6424679435443377
8eev	A	67.2		0.70024		0.6476941958506406	
7yds	A	93.03		0.96055		0.919503791411524	
7yh6	A	26.1		0.28079		0.2548383845238533	
7yh7	B						
8ag1	A	91.33		0.94671		0.8850836965037227	
8bvr	A	93.37		0.85739		0.8295652399932909	
8bvs	A	93.37		0.85805		0.8248175691725963	
8bvt	A	94.4		0.86343		0.8211500696730852	
8bw7	A	92.72		0.85067		0.8177169899320613	
8d0y	B	38.91	45.94	0.31588	0.32883	0.5171838144710509	0.48039120520998546
8dow	A	27.07		0.21236		0.2193410261632845	
8dp0	A						
8dp1	W	24.56		0.1222		0.20821965063500256	
8dpl	N	45.6	47.81	0.21436	0.24164	0.5531861961790097	0.5805709625836543
8dpm	B	45.6		0.22017		0.5576426943008537	
8eeu	A	66.91		0.69344		0.6432016386064235	
8el2	A	26.83		0.26063		0.267548003077835	
8elj	B						
8fsj	E	25.03	26.91	0.24918	0.22486	0.2278930862234332	0.20302048570778858
8ic0	B	82.14		0.32116		0.7459801283272399	
8ol9	H	90.24		0.97893		0.9210968937784593	
8omu	A	92.72		0.84955		0.8203388841714201	
8g4m	C	25.21		0.23014		0.20572034365189001	
8g4t	F	43.48	58.69	0.30228	0.28946	0.5041087376593528	0.4841372491137518
8iuk	A	77.94		0.77679		0.7628909429099469	
8ium	A	77.94		0.77677		0.7621169273279911	
7xd2	C						
7y58	A	94.81		0.8665		0.7928072532882359	
7y8j	A						
7yd1	C	26.64	35.41	0.24873	0.33514	0.26493086551164075	0.33421919423475005
7ydh	A	77.24		0.76288		0.7199468036412651	
7ydj	A	76.02		0.74977		0.6898155068026927	
7ydm	A	80.59		0.79003		0.7688308919658813	
7ydp	A	75.26		0.28377		0.773099584189507	
8byu	A	78.04		0.89446		0.8192849277658376	
8dmj	C	66.34	71.66	0.73785	0.75781	0.7204232384062396	0.7495437531772489
8gto	A						
8gtp	A						
8gtq	A						
8iul	A	78.23		0.7959		0.7914017572988317	
8ivw	A	87.03		0.9668		0.9035588839618441	
8ivx	A	87.5		0.96982		0.9072293800898725	
8ded	J	70.75	70.75	0.69203	0.69203	0.7171192946187427	0.7171192946187427
8def	F	70.75		0.69215		0.7104517137332835	
7y35	A	80.07		0.27505		0.7530548726142464	
7y36	A	80.07		0.27523		0.7493530963126115	
7yc5	A						
7ym8	A	87.34		0.25091		0.8837112131199771	
7ymh	A	87.61		0.93104		0.870653573239794	
7ymj	A	84.45		0.93683		0.8142935350564051	
8c8t	A	25.53		0.24771		0.22307638327762452	
8cim	A						
8de3	A	84.42		0.98095		0.8803086930099305	
8de4	A	84.42		0.98163		0.8884433280355144	
8dul	A	32.02	46.4	0.24089	0.24338	0.23706462874806825	0.2621402543005474
8dun	G	29.63	46.03	0.21856	0.21012	0.2956230257512445	0.40194486824236975
8duz	F	71.3	82.75	0.39798	0.42539	0.8074900099900099	0.9034279609279608
8elo	A	26.84	35.28	0.28917	0.31148	0.2624675787478705	0.32173444319904987
8elp	A	26.83		0.26066		0.27375110957506077	
8elq	A	26.83		0.26635		0.27267760868648816	
8pii	B	85.08		0.34682		0.9092361111111111	
8dt8	A						
7u0g	E	85.11		0.92229		0.9449658156651054	
7u0i	E	85.11		0.92061		0.9409202485752299	
7u0j	E	85.11		0.9223		0.9423053321174755	
7zoz	A	83.5		0.96178		0.9165640181881791	
8sps	L	88.95		0.94232		0.8775108170086702	
8spu	A	85.11		0.2814		0.942313837176552	
8e1g	A	26.32	37.36	0.24987	0.27298	0.27359631118416006	0.27745213497685123
8gou	A						
8jlz	A	86.46		0.7576		0.7818480575002307	
8smt	C	26.59		0.27738		0.2576668815793881	
7ytn	C	28.82	38.63	0.31387	0.3	0.27340014367926047	0.2705790490954703
7yve	C						
7yvf	B	26.86		0.25005		0.2558755937775701	
7yvg	B						
7yvh	B	26.86		0.2499		0.2659095492135667	
7yvi	A						
7yvj	B	26.86		0.24645		0.26231233397715764	
7yvk	B						
7yvl	B	26.86		0.24529		0.26107945621618145	
7yvm	B	26.86		0.25296		0.2645268095029814	
7yvn	A						
7yvo	A						
7yvp	C						
8deq	D	66.91		0.70215		0.6564503184571315	
8der	B	33.91	50.23	0.2216	0.255	0.37040487493681734	0.5065230743031863
8pe9	A	88.67		0.93825		0.8680711926303017	
7y6l	A	26.83		0.2515		0.27491224944442266	
7y6n	A	26.53		0.26715		0.2858504000575935	
8e1m	C	76.96		0.17839		0.8192052189879352	
8e1p	E	26.15		0.23298		0.2277256352544232	
8e8l	1	65.09	65.35	0.69542	0.66391	0.6679981751859226	0.6458291593767429
8e8r	1	62.36	63.35	0.69578	0.66208	0.6635407418395951	0.6645420792398222
8e8s	1	64.85	65.34	0.69894	0.69607	0.6874223330662349	0.6749969525012486
8e8x	1	62.41	63.17	0.68393	0.64037	0.6625777614821957	0.6476853905501031
8e8y	1	63.78	64.35	0.69871	0.70202	0.6765463746120749	0.6896589804035912
8e8z	1	63.85	64.02	0.68501	0.67031	0.6595833127345468	0.6585495757162638
8fxs	A	74.73		0.47435		0.7208373788885607	
8fxv	A	70.19	71.66	0.47909	0.4581	0.6854257212792315	0.6761066680257113
8h4i	A	75.79		0.86119		0.7695721754279824	
8h4k	A	80.59		0.78466		0.7737412105232173	
8h4l	A	80.59		0.78912		0.7789199310877877	
8hbv	A	84.84		0.93162		0.8952779852941309	
8hbw	A	84.84		0.9051		0.8743026641895698	
8hmp	B	88.82		0.90466		0.9366784842061092	
8idn	A	26.39	33.88	0.28	0.33212	0.2674439433841882	0.30097304500967315
8ilx	A	38.89	50.76	0.44283	0.60509	0.3640810961817578	0.4871269330464845
8im0	A	38.89		0.44079		0.36358023347333823	
8im1	A	38.89		0.44298		0.36288441759236834	
8irr	A	81.18		0.8319		0.7804708298739987	
8iru	A	79.8		0.79646		0.7929097551582824	
8iys	A	86.32		0.93122		0.881394812777593	
8j18	A	76.35		0.81744		0.770048700888708	
8j19	A	76.35		0.29613		0.7714983656630692	
8j1a	A	76.35		0.80235		0.770591827164947	
8j1n	A	84.84		0.93184		0.8916960143850884	
8j1q	C	26.05		0.27017		0.2500150667109688	
8j26	C	26.05		0.26616		0.2507330075740144	
8jd5	A	78.22		0.35835		0.762061766271901	
8jd6	B	90.41		0.3056		0.859655385881974	
8scx	C	76.96		0.17746		0.8150366161418773	
7y1b	A	86.2		0.93285		0.8942689443946839	
8aok	A	93.28		0.96413		0.9323929090089395	
8aom	A	81.26		0.86142		0.910375477919377	
8d9y	I	85.23		0.89136		0.9006339669563004	
8d9z	D	84.49		0.85871		0.8787825315367209	
8da0	E	87.31		0.82886		0.9168686785204029	
8da1	I	88.07		0.92593		0.9050158959627975	
8eoo	C	26.05		0.27484		0.24569259618043182	
8esv	A	80.7		0.60414		0.8351169214595646	
8gw8	A	81.99		0.80038		0.8053165129187232	
8cxc	M	88.42		0.66303		0.7603706964606164	
8cxh	A	71.07		0.55974		0.6802877049440312	
8cxi	A	68.57		0.55843		0.6583354328710402	
8cyh	M	86.03		0.78275		0.8675657787341319	
8cz8	E	89.34		0.89382		0.8873469779613051	
8dis	D	51.62	53.3	0.54911	0.54999	0.4853534588823354	0.5163924493311514
7wt7	C						
7wt8	C						
7wt9	E	26.3		0.27726		0.2814724420608326	
7x3y	B	66.65	69.62	0.52733	0.52738	0.7037992300391214	0.7030016171817733
7xxh	A	80.0		0.30115		0.7257533170293491	
7y3g	A	85.78		0.7439		0.7520734451656957	
8a44	A	76.84		0.92321		0.8281707876228149	
8as2	A	76.49		0.8622		0.8183153093510339	
8as3	A	81.41		0.8892		0.848694118638684	
8blq	D	70.02	70.02	0.82996	0.82996	0.7061175441220364	0.7061175441220364
8cxg	A	70.84		0.56508		0.6790656733712656	
8ejh	A	27.79	31.88	0.32324	0.2583	0.28358214190519315	0.27184873522505726
8eji	A	27.0	34.8	0.30898	0.26105	0.27621744118382013	0.26320098628688393
8ejj	c	34.07	49.25	0.30127	0.26891	0.39309338632774815	0.38809495269312017
8ftg	B	91.54		0.97239		0.9697311018308925	
8g8w	A	84.52		0.8989		0.8491032634232646	
8irs	A	76.13		0.79317		0.7815911992768262	
8irt	A	85.34		0.78219		0.7841480244278953	
8slb	A	82.3		0.71785		0.7480680711110951	
8czz	B	61.86	68.8	0.32223	0.3285	0.49568520601788835	0.4943202597580589
8hj5	A	81.42		0.7843		0.7841805894757347	
8itf	A	76.51		0.76529		0.7503629313632058	
8iw9	A	77.64		0.77712		0.7775346961601971	
7quh	A	84.06		0.94781		0.8918490647295364	
7stf	C	84.56		0.30399		0.6838789682539683	
7vzt	A	26.36	33.69	0.25248	0.3381	0.23304269482825302	0.3014467973059582
7xeg	A	26.97	35.51	0.24171	0.27117	0.27384581054726437	0.26804388091805215
7xei	A	26.05		0.2629		0.24627382795020397	
7xjf	C	91.87		0.9877		0.9810464677308187	
7xld	A	92.62		0.97195		0.9467000877177371	
7xli	A	93.51		0.96146		0.9270933292329728	
7xwo	C	88.56		0.22079		0.901014841840129	
8dww	N	45.75		0.21088		0.40587207096827843	
8dwx	P	45.75		0.21397		0.40404555854707536	
8dwy	P	45.75		0.2144		0.40304103034656924	
8ee0	A						
8ee1	A						
8fk5	C	24.69		0.12166		0.2100364982435489	
8fl1	C	24.69		0.11922		0.21086042500624974	
8flw	C	24.69		0.11592		0.21242562138809326	
8g30	M	61.32	61.72	0.8351	0.82373	0.6260080183679587	0.6096452090420158
8g3m	G	63.81	63.81	0.8542	0.8542	0.6532278572802502	0.6532278572802502
8g3n	G	63.81		0.85408		0.65229840800983	
8g3o	H	61.0	62.09	0.84244	0.85001	0.6388245481235469	0.6373227532876343
8g3p	B	61.0		0.84221		0.6387420196899738	
8g3q	G	63.81		0.85029		0.6416583637222331	
8g3r	G	62.42	62.42	0.85422	0.85422	0.6448690622443234	0.6448690622443234
8g3v	G	61.0		0.84475		0.6483074201638293	
8g3z	C	65.63	66.03	0.83305	0.83333	0.6606029760483172	0.6719639276733809
8g40	G	61.0		0.84231		0.6383175518052251	
8gnk	A	94.72		0.91654		0.8227435992143067	
8h07	C						
8h08	C						
8iw1	A	81.01		0.75081		0.7300705098997156	
8iw4	A	64.81	68.34	0.78494	0.68129	0.6914278610882942	0.7200046240679517
8iw7	B	88.69		0.22313		0.9067720408079712	
8op0	B	85.08		0.33584		0.9014583333333333	
8opi	B	85.08		0.33419		0.893720238095238	
8go8	A	77.68		0.86979		0.8186035653725775	
8goc	A	77.57		0.83331		0.7681077615486662	
8goo	A	77.57		0.82281		0.7586111491476408	
8gp3	A	78.16		0.86197		0.7736285144330477	
8i0n	A	77.68		0.86919		0.8180648693255151	
8i0q	A	78.16		0.85341		0.7476405914629746	
8i0z	A	78.27		0.80921		0.7587044760237568	
8i10	A	78.55		0.87801		0.8170732568497485	
7qt0	A	86.85		0.8775		0.9136238320087086	
7qt2	A	87.92		0.78726		0.9229865156245813	
7qt3	B	92.41		0.49603		0.9708389619350983	
7qt4	A	82.53		0.7523		0.8595487647838567	
7xsc	E	26.25		0.25929		0.2513553567274106	
7y1f	A	79.51		0.76622		0.659180282691325	
8ahn	A	24.94	30.18	0.25742	0.23638	0.22027029958440564	0.20080556075891534
8av9	A	85.63		0.92515		0.8885455205679973	
8cwi	A	26.12		0.26562		0.24491898344528945	
8cwj	G	26.85	34.57	0.25806	0.23564	0.26930212655836616	0.2595441628259901
8cwk	C	26.13	30.01	0.29745	0.25954	0.23965889075727156	0.24546366379959228
8dnn	A	26.12		0.27808		0.24936103157488773	
8eit	A	78.79		0.81526		0.7963105526512316	
8ejc	A	78.18		0.81109		0.7906432425398332	
8ejk	A	78.18		0.80373		0.7723797858077428	
8f60	C	87.84		0.94903		0.928605370729433	
8f6l	C	88.54		0.93178		0.9222069562058997	
8f6o	C	87.14		0.95344		0.9189028963001415	
8fo3	A	86.97		0.5132		0.8926078764974812	
8fo4	A	86.98		0.54156		0.8903207892116067	
8fo5	A	86.86		0.50612		0.8810348624274131	
8g6i	A						
8gb5	A	26.79		0.25158		0.271530671136933	
8gb6	A	26.79		0.28314		0.27080834465933346	
8gb7	A	27.56	29.42	0.32072	0.3205	0.2631982815656595	0.2883587814062974
8gb8	E	26.53	41.59	0.23904	0.3153	0.2396991330997754	0.3234058957673007
8ghv	A	76.69		0.75826		0.7679906149783202	
8ia8	C	81.26		0.02734		0.7875262390750021	
7st5	A	72.41	73.01	0.78572	0.80562	0.665161840459993	0.6870205338347305
7trk	B	88.82		0.23014		0.936785167032476	
7trp	B	88.74		0.22454		0.9385875580483326	
7trq	B	88.74		0.22539		0.9408950059866527	
7trs	B	88.82		0.90473		0.9331350007915066	
7yru	A	77.79		0.88725		0.8796721020691868	
7zqt	A	51.43		0.73941		0.553931948727714	
8bse	A	27.56	37.14	0.29323	0.24772	0.26701052980591206	0.2457108764844707
8bsf	A	28.33	40.26	0.31038	0.25478	0.2518472957204777	0.2666231125350756
8csj	A						
8dn6	A	72.08	85.14	0.76123	0.84793	0.7761544596307269	0.80516377285519
8dn7	E	79.57		0.76592		0.8666594354096322	
8hn6	E	26.79		0.25094		0.2731540418216702	
8hn7	E	26.79		0.28522		0.2714420520014616	
7xrz	X	92.35		0.94957		0.9341758054704468	
7xsa	E	27.5	39.44	0.2961	0.3541	0.27575736167204096	0.3384241319851762
7xsb	E	27.08	36.98	0.24627	0.23823	0.2547597444689615	0.2625598105324897
8a99	A						
8cby	H	87.56		0.84663		0.9241799627760553	
8cbz	H	87.56		0.85188		0.9254680383806755	
8cc0	H	87.56		0.85161		0.9269155695847618	
8cc1	H	87.56		0.84657		0.9260895785978399	
8fg0	P	76.35		0.35052		0.7142857142857143	
8g2y	A	79.82		0.75565		0.7108238558475173	
8guq	A	76.69		0.77194		0.7787534910158783	
8gur	A	80.71		0.77836		0.783744891284974	
8gus	A	76.69		0.77003		0.7822318904757648	
8gut	A	76.69		0.77424		0.7893820359078201	
8hk2	B	77.66		0.30769		0.7729001860515242	
8hk3	A	78.96		0.80529		0.7740076522418651	
7uoj	G	25.22		0.26087		0.21796900877895325	
7xjj	A	73.44		0.77401		0.779065408762333	
8a94	A						
8a96	C	26.48	33.99	0.23086	0.27975	0.23356029626427036	0.2664306078764448
8bb7	B	84.89		0.95537		0.8524298091011487	
8bf4	F	85.72		0.94928		0.8505002235592357	
8dy1	A	81.69		0.81146		0.8187990748416708	
8dy5	C	80.88		0.82172		0.8130575920762634	
8dzp	B	79.1		0.31701		0.7746486588490189	
8dzq	C	87.74		0.92255		0.9275914079745045	
8dzr	B	84.81		0.3027		0.773961198573906	
8dzs	B	80.17		0.29517		0.7344980653216098	
8f0g	A						
8f0h	C	26.58		0.24569		0.2480023175021457	
8fax	L	84.16		0.83956		0.9915824915824917	
8gs9	A	28.47		0.30961		0.2795441571265557	
7uja	A	58.0	62.61	0.5991	0.67876	0.5777734314335685	0.6043789603510777
8euq	A	86.55		0.92596		0.8790257182017079	
8fr6	A	44.27	56.88	0.28983	0.28059	0.5059239294119274	0.4953896446595859
8g85	J	25.46		0.21708		0.22583469491397964	
8gas	G	25.61		0.22415		0.2248912061260341	
7ur6	G	24.43		0.2413		0.2286972257702106	
7xik	A	26.66	29.53	0.2858	0.27794	0.2550267492535936	0.25768430276068494
7xil	A	27.06	35.68	0.29207	0.26328	0.2744966397975531	0.2771894536273221
7xk9	A	85.42		0.74447		0.8657405575431152	
7xka	A	85.42		0.7443		0.8649109415264724	
7xs8	E	28.33	37.0	0.30313	0.28143	0.2988401808505255	0.26666259181721597
8flq	A	81.26		0.80261		0.7946281401479318	
8flr	A	83.22		0.81169		0.8055671814380854	
8fls	A	80.75		0.79782		0.7917801571371004	
8flt	A	80.72		0.77792		0.7724337957827809	
8flu	A	80.19		0.80237		0.7641904328297916	
8heb	A						
8hec	A						
8hed	B	26.67	39.33	0.25598	0.32528	0.26757372964620507	0.3423083950789401
8sbb	A	93.2		0.97171		0.8560228534821633	
7umn	A	52.51	52.87	0.58016	0.58192	0.48652346105603234	0.5016330405597099
7uow	A						
7wn2	R	26.05		0.26562		0.243982143392929	
7wnb	R	26.96	35.23	0.24178	0.28231	0.2495641230751514	0.2606407655308311
7xj6	A						
7xj8	B						
7xj9	B	27.44	43.9	0.30361	0.26556	0.28892590293416004	0.2719599425887198
7yac	A	84.68		0.76393		0.7174303934992281	
7yae	A	85.94		0.77666		0.6960801838145365	
7ykd	C	81.26		0.02305		0.8095071986477052	
7yow	R	26.89	38.06	0.25119	0.36612	0.24669993753216962	0.3360018914702127
7zjl	B						
8ct6	A	46.6		0.42056		0.4483285023486594	
8dp3	R						
8dto	E	26.55		0.21951		0.21732954604269294	
8dy6	A	26.55		0.22112		0.2160340668663349	
8g94	B	78.53		0.29354		0.7993517417322957	
8g9w	E	25.18		0.12008		0.22132435228516684	
8g9x	B	44.27		0.28952		0.4991331302797084	
8g9y	D	44.27		0.28334		0.49671734417809155	
8i5h	R	27.56	33.36	0.26741	0.30592	0.2680426542653052	0.2428359863658182
8i5i	R	28.31	38.26	0.26169	0.2422	0.25795866644601056	0.24906744548635765
8san	A	27.01		0.22597		0.21420271224570103	
8saq	A	26.41		0.24252		0.21109939436353903	
8sar	A	26.23		0.2024		0.22598870974768015	
8sas	A	26.21		0.20622		0.22021393037128265	
8sau	A	26.21		0.20523		0.22318485093555585	
8sav	A	25.44		0.24101		0.20612148278359188	
8saw	A	26.21		0.20196		0.2214119548685424	
8sax	A	27.07		0.20963		0.22468512346048375	
8say	A	26.34		0.22272		0.22759135939718309	
8saz	A	26.21		0.20815		0.22234120740554855	
8sb0	A	26.44		0.23281		0.22347260033945004	
8sb1	A	26.21		0.20457		0.22203988019171225	
8sb2	A	27.34		0.22216		0.2214389843736291	
8sb3	A	26.21		0.22146		0.2218183202011276	
8sb4	A	26.21		0.20266		0.2190939508387792	
8sb5	A	26.55		0.2125		0.21693796034859003	
8d21	B	48.82	57.4	0.61289	0.59098	0.5731061101843463	0.6217948388948495
8dmh	A	27.73	31.79	0.22779	0.2769	0.2550599845142622	0.31479080509506363
7txw	A	67.06	74.98	0.54403	0.49034	0.7235632043851467	0.7575658437973835
7ufn	F	84.74		0.30793		0.69112345987346	
7ufo	A	84.74		0.32926		0.6518481518481519	
7ufq	A	79.54		0.30991		0.6709790209790208	
7yit	A	85.87		0.88006		0.7913733334570024	
8fu6	A	88.6		0.67286		0.6814316719225519	
8gzz	A	26.18	32.48	0.28088	0.33374	0.26294336465618123	0.3341106026846841
8h00	A						
8h01	A						
8ibu	A	78.23		0.8029		0.7791892269158274	
8ibv	A	78.23		0.28712		0.7840551350170917	
8itu	A						
8ont	A	91.61		0.91637		0.8228359162503309	
8dcm	C	73.34		0.86412		0.76052433402906	
7uia	A	73.15		0.1058		0.7981175892594817	
4edw	V	85.77		0.86416		0.879057161941128	
7upa	A	71.94		0.63555		0.7367637634469139	
7uop	A	71.36		0.62584		0.7274063534481813	
7up9	A	71.36		0.63289		0.7471657894304559	
7upb	A	70.75		0.63411		0.7516285487338681	
7upd	A	70.74		0.63092		0.7466498668360958	
7upk	D	71.96		0.61677		0.7456989074496374	
7ys6	C	88.82		0.22875		0.9113250255799163	
8cxr	A	96.92		0.97172		0.9410545310306805	
8d7e	C	86.85		0.94055		0.8504138104146481	
8dk6	E	29.06	33.13	0.28245	0.30032	0.28539162879909213	0.27586709885209076
8f0l	P	70.85		0.46681		0.6999999999999998	
8f8w	B	92.48		0.97688		0.9548273502751259	
8f8x	B	92.48		0.96271		0.9601057955808318	
8fmz	B	77.02		0.77484		0.7661199310442378	
8fn0	C	88.82		0.22254		0.9317951317381137	
8fn1	B	74.53		0.02795		0.7906583257064814	
8i2g	A	77.99		0.83995		0.7763255928182698	
8il3	C	88.91		0.89742		0.7528873238982062	
8en1	A	27.75	33.3	0.2601	0.32557	0.23045342524711906	0.2673064941277401
7yag	A						
7x93	D	26.68	37.65	0.28042	0.29984	0.26612884994967284	0.28649362068002704
7x94	A	26.53		0.28289		0.27833984445653576	
7x95	A	26.63	35.85	0.26869	0.34822	0.27784661609966416	0.29471563214442764
7x96	G	27.11	34.46	0.29324	0.34222	0.29638238826716135	0.2923120689926665
7yah	A						
7yai	A						
7yaj	A						
7yon	A	75.82		0.78592		0.7722607466501594	
7yoo	A	78.34		0.7893		0.7501155212758613	
8bbn	Y	27.42		0.26612		0.25957283078296417	
8bbo	R	28.71	39.15	0.31475	0.28123	0.2583058434881574	0.2618083788355517
