id	length	pLDDT_A	model
A0A068EPB1	100	59.575	BASE
A0A3G4ZX68	1618	84.382	BASE
A0A481Z7J7	441	81.6	BASE
A0A4Y5TQZ8	866	61.644	BASE
H9YSG6	4460	79.422	BASE
A0A481Z0G0	170	49.432	BASE
A0A8D9UIP7	41	68.421	BASE
A0A514CY54	34	44.151	BASE
A0A8S5KZC4	1478	88.896	BASE
A0A5B8XA44	444	73.34	BASE
A0A8S5UEC5	117	85.988	BASE
A0A8E8KRP7	3	27.137	BASE
A0A6J5R474	1998	38.517	BASE
A0A5J6VJ45	79	32.996	BASE
A0A1B1MQY1	3	32.199	BASE
A0A2I7QNZ9	53	59.476	BASE
A0A4P8W727	256	83.953	BASE
A0A481YQN8	76	46.987	BASE
A0A481YYQ5	301	58.7	BASE
A0A1V0S9X9	264	84.194	BASE
A0A6J5MU99	8838	91.229	BASE
A0A8S5LW24	1316	47.13	BASE
A0A6J5NHK2	71	68.537	BASE
A0A4Y5N1A4	100	83.829	BASE
A0A0M4K702	409	33.013	BASE
A0A5K0U9H8	114	56.081	BASE
A0A076G5V0	2623	64.865	BASE
A0A516LZZ9	1176	89.26	BASE
A0A2P0MZD8	16	42.738	BASE
A0A3G4ZVW3	56	84.042	BASE
A0A3G3E7F5	902	59.513	BASE
Q1HAW4	970	84.514	BASE
A0A345MZG4	1239	79.507	BASE
A0A220T6M4	14028	84.45	BASE
A0A1L3KEQ0	133	75.542	BASE
H2EDT8	1060	77.973	BASE
G3MB58	64	67.151	BASE
UPI00000381E5	65	37.0	BASE
A0A386JM81	479	76.892	BASE
A0A1V0SLC5	162	71.716	BASE
M1HB38	424	46.471	BASE
R9ZZU9	3532	83.534	BASE
A0A8S5LMQ6	293	62.102	BASE
A0A6J5QYJ6	6235	55.182	BASE
A0A6J5NPW7	147	45.023	BASE
A0A3G5A3C2	81	73.864	BASE
A0A6J5LDC8	978	88.088	BASE
A0A5K0UC94	95	69.555	BASE
A0A6J5PZL8	4081	89.175	BASE
G8DFK9	287	82.806	BASE
A0A2P0VMZ2	880	80.267	BASE
A0A5B8WEP2	1112	86.641	BASE
A0A7S5RDL9	3510	81.646	BASE
A0A7S5UU58	2742	84.965	BASE
Q5UQQ9	7492	85.224	BASE
A0A7G9A4L6	469	68.936	BASE
O40641	474	66.959	BASE
A0A1S5V144	2323	84.938	BASE
A0A6J7WGQ3	1175	59.462	BASE
A0A191SAR5	75	69.523	BASE
S4VST0	1762	75.459	BASE
C1IWE3	5931	90.275	BASE
A0A6J7X1S7	1331	47.479	BASE
A0A8S5SML5	680	82.528	BASE
A0A1L3KES9	42	52.843	BASE
A0A2K8MNE3	50	56.231	BASE
M9TFL3	372	86.079	BASE
UPI0000035EE6	3264	85.535	BASE
A0A6J5M2Z3	4225	80.131	BASE
A0A481Z6F0	3	36.639	BASE
A0A516MDE7	1059	41.753	BASE
A0A8S5SI95	1389	48.828	BASE
A0A3G2YTA0	91	67.262	BASE
A0A481W512	147	45.803	BASE
A0A3G1RPC5	523	56.104	BASE
A0A481YY72	203	42.421	BASE
A0A4Y5P0M9	7118	86.907	BASE
A0A7L8ZJY3	299	86.661	BASE
Q2Q6C3	1387	74.782	BASE
A0A6J7VNR9	627	84.723	BASE
A0A516LFW4	5395	86.184	BASE
A0A6J7WLI9	3313	68.592	BASE
A0A0H4LUS6	97	71.215	BASE
A0A514D765	1001	47.14	BASE
W5S4Z1	78	77.768	BASE
D2XAY4	722	76.756	BASE
A0A6J5L9E2	1521	79.105	BASE
A0A411CS15	4008	88.839	BASE
A0A6J5NND2	1730	94.852	BASE
A0A5K0UAF3	99	57.0	BASE
A0A6N1NUE9	107	56.639	BASE
M4H000	503	83.462	BASE
A0A1L3KKK7	88	77.628	BASE
A0A2P1GNN1	498	71.037	BASE
A0A8F5MLF4	33	66.118	BASE
A0A7T8JIA2	32	36.273	BASE
A0A6M2ZI21	2407	58.95	BASE
A0A481W4F7	465	91.213	BASE
A0A7G5M3P7	475	66.625	BASE
A0A5K0U9V5	1061	73.405	BASE
A0A7L7YUE0	95	63.419	BASE
P0C9T2	102	86.478	BASE
S4TGX6	258	53.093	BASE
A0A8S5QLB8	46	43.898	BASE
A0A076FHZ2	912	58.026	BASE
A0A3S9JLQ2	45	76.334	BASE
A7KUR5	1090	49.502	BASE
R9R4C4	646	61.583	BASE
A0A5K7XZC0	538	85.917	BASE
A0A1V0SFF5	53	66.575	BASE
Q08FI6	637	87.35	BASE
A0A6J5R419	9218	82.402	BASE
A0A3G2YS24	196	49.564	BASE
A0A481YRC1	1356	78.772	BASE
F8V6P0	463	79.614	BASE
A0A514CT26	12591	57.073	BASE
D6PGG3	6540	66.103	BASE
I7CAR7	1895	51.255	BASE
A0A0R5X8N0	100	69.021	BASE
A0A6J5T7V6	1313	90.892	BASE
A0A516KXK8	234	72.564	BASE
A0A6G5YNR1	751	79.541	BASE
A0A481Z715	118	70.879	BASE
Q9DSV4	20159	82.113	BASE
A0A6J5L4T1	1247	87.125	BASE
A0A1L2C9I2	4952	81.842	BASE
A0A6B9UTK0	2342	85.611	BASE
A0A1Z1NEA1	88	66.772	BASE
A0A8S5U007	1155	94.335	BASE
A0A6J5KHY3	5333	80.686	BASE
A0A6G5YGQ6	31	61.362	BASE
Q3C1X7	94	73.71	BASE
A0A6J5SPI0	3655	87.721	BASE
A0A516MMZ9	402	79.018	BASE
A0A2P1CKL5	8186	87.015	BASE
A0A1V0SGX7	690	56.401	BASE
A0A0E3I800	3286	78.521	BASE
V5UQK8	488	86.252	BASE
A0A220GH93	938	90.235	BASE
A0A8S5V4F9	344	61.65	BASE
A0A6J5RQB7	210	85.248	BASE
A0A2I7R3K2	1163	64.584	BASE
A0A1V0SE83	241	85.213	BASE
A0A8S5L0K3	40	58.258	BASE
A0A6J5PFK2	314	64.946	BASE
A0A6B9QJ30	654	83.909	BASE
A0A6J5KFR5	1793	80.968	BASE
A0A345MKI7	193	38.439	BASE
A0A6H0DIL7	111	69.145	BASE
A0A6J5NA99	3950	84.961	BASE
A0A385A0Q5	74	82.498	BASE
A0A1B1ISZ4	373	89.278	BASE
A0A6J5RJ45	144	66.661	BASE
A0A385DWF3	3434	56.188	BASE
A0A6G7PSI0	38	72.22	BASE
A0A6N1NJH1	2848	85.393	BASE
A0A0H4XWB1	31	45.856	BASE
A0A1D8H0D3	124	73.623	BASE
D6NVJ4	10198	62.845	BASE
A0A386JAA0	4422	69.355	BASE
Q77MR3	78	62.17	BASE
J2YA93	422	72.484	BASE
A0A0C5B2K8	97	60.965	BASE
A0A481YNE7	66	76.258	BASE
A0A8S5MX90	56	46.579	BASE
A0A8S5SWL6	9670	86.361	BASE
A0A516M7I3	2007	91.5	BASE
A0A5K0UAP6	32	43.043	BASE
A0A1C3NFC4	14200	87.636	BASE
A0A3G4ZTL2	5792	84.586	BASE
M1HWR3	3423	81.687	BASE
A0A513QAT0	93	72.102	BASE
A0A2D1A5P7	122	65.786	BASE
A0A3G4ZR64	232	88.823	BASE
A0A3G4ZMW4	1333	40.961	BASE
UPI001EA8E7E5	6468	58.147	BASE
A0A7S5V094	55	71.766	BASE
Q2Z115	126	74.654	BASE
A0A3G5A8Y0	145	82.422	BASE
A0A6J5SAF5	7809	85.866	BASE
A0A6J5KH11	4714	64.713	BASE
A0A8S5NKX9	1716	82.538	BASE
A0A8S5MIH1	49	47.206	BASE
A0A7D3UIA2	121	74.242	BASE
A0A2I7QTK6	963	85.907	BASE
A0A0G2YEU8	932	92.541	BASE
A0A514D9Q6	761	78.566	BASE
A0A6M9Z8Q6	1741	39.065	BASE
A0A6J5NP69	245	76.275	BASE
A0A6J5NX59	121	48.897	BASE
A0A7D3UVQ5	858	80.243	BASE
A0A3G5A0Y8	43	63.673	BASE
A0A6M9U0Y9	472	63.359	BASE
A0A481Z5S2	338	64.942	BASE
A0A2R4PM90	269	67.894	BASE
W8PU59	119	93.959	BASE
A0A6J5QK38	50	49.32	BASE
E5LLB0	146	73.788	BASE
A0A7T0Q2Y6	218	31.49	BASE
A0A8K1U3Y0	31	52.352	BASE
I3UL24	1244	62.857	BASE
W5SB15	143	86.884	BASE
Q1I0U4	32	33.351	BASE
M9TI52	104	83.75	BASE
A0A291ATS2	332	82.05	BASE
G5CRE1	243	88.644	BASE
A0A3G4ZXM7	1806	87.123	BASE
A0A8S5TGY2	246	85.065	BASE
A0A6J5QT71	165	60.77	BASE
A0A0U1XNM8	50	68.284	BASE
A0A1C3NF32	142	60.861	BASE
A0A7M3UNS4	416	62.614	BASE
A0A4D6BH20	938	74.905	BASE
A0A345BPA1	318	58.386	BASE
A0A8D9PE47	5817	86.126	BASE
A0A1S5QMN0	2189	73.314	BASE
A0A1L2YZU9	35	53.102	BASE
M4MCZ4	57	41.739	BASE
A0A1V0SFF2	5647	88.159	BASE
A0A1Y1C8R3	6658	86.567	BASE
A0A6J5LUP1	5946	81.179	BASE
J7LJG1	56	45.249	BASE
A0A6J5N8A7	2758	79.706	BASE
A0A2I7QNB9	4813	85.261	BASE
A0A514CTX4	61	40.539	BASE
A0A3G4ZLV1	4698	85.897	BASE
A0A345BPG5	42	64.112	BASE
A0A8S5LGM5	1640	76.557	BASE
A0A6J5LRJ7	166	31.964	BASE
A0A811BRF0	40	60.871	BASE
A0A8K1XB58	40	79.939	BASE
W5SAE4	13	74.999	BASE
A0A8S5SN47	341	63.612	BASE
A0A2L1FE56	389	80.91	BASE
A0A3G5ABH6	46	39.829	BASE
A0A2I7R3X7	2715	77.812	BASE
A0A8S5VGM8	46	34.482	BASE
A0A6N1NT57	114	62.784	BASE
A0A8D9UJ54	45	78.014	BASE
A0A516LB07	246	62.983	BASE
A0A6H0DK19	44	34.391	BASE
A0A1X7C0A6	667	85.644	BASE
A0A5Q2W630	461	87.958	BASE
A0A6M3YPF2	203	58.293	BASE
A0A345ML34	8	27.962	BASE
A0A6J5NZD8	760	76.808	BASE
A0A6J5RPU8	8377	69.12	BASE
S4VYY1	2341	88.634	BASE
A0A3G5ALC0	17027	67.263	BASE
A0A0C5K1A2	861	60.514	BASE
A0A8S5MLB2	33	41.746	BASE
A0A345MNW7	539	77.747	BASE
C7C690	344	88.637	BASE
A0A3G5AI55	84	77.339	BASE
A0A8S5NPZ2	47	37.715	BASE
A0A6J5L2V4	116	68.597	BASE
A0A7M1RYB1	104	68.723	BASE
A0A5Q2W9I3	1631	78.585	BASE
Q6JKF5	2389	82.264	BASE
A0A8S5V7Z7	47	29.951	BASE
A0A0H3UYW5	215	86.884	BASE
A0A3G4ZUI9	3	36.091	BASE
A0A6J5SKU7	3168	79.485	BASE
A0A2H4YBB1	181	71.951	BASE
A0A8S5TGX0	32	56.242	BASE
A0A4D6EFT4	490	69.657	BASE
A0A401IP43	7937	69.345	BASE
A0A6J5PM69	3538	85.827	BASE
C9DG31	455	62.748	BASE
I1VXA3	119	87.339	BASE
A0A1S6JLS5	1750	73.393	BASE
A0A8F8KQC1	95	72.888	BASE
A0A1U9WR93	3111	73.856	BASE
A0A181ZF59	804	82.533	BASE
A0A0Y0R3R5	110	66.455	BASE
Q5Y954	123	62.068	BASE
UPI0018F05B60	35	63.319	BASE
A0A2H4X2K8	67	84.4	BASE
A0A513Q0W5	409	85.491	BASE
A0A6J5P1Q8	2592	87.301	BASE
Q83868	34	31.137	BASE
Q2PGC3	1997	88.414	BASE
A0A345MQN2	302	59.004	BASE
A0A8S5QF46	139	77.474	BASE
A0A7D6WUI5	358	63.848	BASE
A0A0G2YAS9	96	65.301	BASE
A0A0F6P1V2	2154	53.453	BASE
A0A8F6UAW4	32	68.98	BASE
A0A0G2Y6W2	1065	83.979	BASE
G8DH24	41	30.363	BASE
A0A5K7Y332	2276	41.806	BASE
A0A5J6VHS8	1647	79.439	BASE
A0A0G2Y6Q5	5913	85.94	BASE
G8EC07	635	71.076	BASE
A0A8S5LF71	522	71.984	BASE
A0A8S5L7C4	110	44.083	BASE
A0A3G4ZT01	1221	82.116	BASE
A0A8S5QVQ2	72	78.842	BASE
Q80B11	262	64.574	BASE
A0A6J7WE55	279	73.197	BASE
F2Y0U7	394	67.493	BASE
A0A2R8FDK3	1131	82.987	BASE
W6JPK3	154	59.051	BASE
A0A6J5N4N8	5170	74.703	BASE
A0A481YVB7	88	54.284	BASE
A0A286QJI5	123	79.654	BASE
A0A8S5SNY2	453	41.688	BASE
A0A8F8KPG3	3	34.015	BASE
Q8LTE2	76	72.033	BASE
A0A7D0KXT7	5150	78.863	BASE
A0A8G0QWN2	1114	73.456	BASE
A0A5K0U9B1	8995	58.835	BASE
A0A858NNZ5	121	36.296	BASE
A0A6J4EK74	491	54.037	BASE
A0A7M1RZW7	351	89.486	BASE
UPI0003282282	12404	87.595	BASE
A0A2I7RIN4	86	80.969	BASE
A0A2I7QSA5	1744	43.269	BASE
G4W970	41	62.097	BASE
A0A3T0IIH7	1878	85.42	BASE
A0A3G4ZVX1	1201	85.29	BASE
A0A5K0UB34	73	83.892	BASE
A0A6J5Q4D9	849	90.612	BASE
B3GVW2	747	55.689	BASE
UPI001CE62229	36	53.13	BASE
A0A8F5MJQ2	70	74.756	BASE
A0A7T8E833	265	78.581	BASE
A0A6J7WZK1	138	79.177	BASE
A0A481YZ05	421	81.54	BASE
A0A516LUK3	1732	80.385	BASE
A0A7D5AWZ8	2869	69.865	BASE
A0A8S5TKG6	114	88.171	BASE
A0A3G4ZPX6	5021	90.687	BASE
A0A2U7NPL8	101	79.174	BASE
A0A516KT14	286	85.417	BASE
A0A7M1RZJ5	76	66.866	BASE
A0A8K1U4R5	98	87.477	BASE
UPI0023291FE4	12870	80.799	BASE
A0A5J6VMJ7	15071	67.953	BASE
A0A1Q1PMX2	870	82.547	BASE
A0A8S5MQ42	42	74.477	BASE
A0A8K1XCD4	106	76.322	BASE
Q14VY8	61	73.565	BASE
Q91S28	3149	85.436	BASE
A0A1V0SIQ3	4816	57.28	BASE
C5IUK7	158	49.868	BASE
A0A516KXW0	169	85.385	BASE
A0A8S5QA17	2430	90.303	BASE
S4VX73	1942	73.179	BASE
Q197E1	4118	86.209	BASE
A0A8S5L0N7	52	67.645	BASE
A0A385A0Y4	60	35.14	BASE
A0A7G4AW17	2127	86.661	BASE
A0A8S5RNK3	1404	76.219	BASE
A0A1B1MR28	39	82.323	BASE
R4TNV7	105	68.704	BASE
A0A6J5M2S5	7028	49.785	BASE
A0A8S5QF86	1164	91.557	BASE
A0A0P0YLU8	1229	86.613	BASE
A0A2H4UV70	11052	90.862	BASE
UPI001E800635	92	79.169	BASE
A0PA63	73	70.083	BASE
A0A2I2MPB1	12760	89.027	BASE
A0A3G5A167	144	86.873	BASE
A0A7T0Q4M0	157	68.089	BASE
A0A7T0M3H8	76	79.273	BASE
A0A1B0XU09	228	48.275	BASE
Q09WU8	90	74.357	BASE
A0A3S8NFJ2	42	74.423	BASE
A0A096XNJ4_1	464	79.724	BASE
A0A096XNJ4_2	561	69.692	BASE
A0A096XNJ4_3	3040	80.5	BASE
A0A096XNJ4_4	368	84.231	BASE
A0A8S5UR37_1	42	48.577	BASE
A0A8S5UR37_2	264	67.253	BASE
A0A8S5UR37_3	709	72.607	BASE
A0A8S5MJ87_1	1429	72.728	BASE
A0A8S5MJ87_2	418	76.41	BASE
A0A8S5MJ87_3	742	83.689	BASE
A0A8G1L8H2_1	8805	56.263	BASE
A0A8G1L8H2_2	5036	77.336	BASE
A0A8G1L8H2_3	3226	81.034	BASE
A0A8S5TG17_1	163	39.771	BASE
A0A8S5TG17_2	36	42.208	BASE
A0A8S5TG17_3	14501	58.595	BASE
A0A6J7XFQ9_1	943	57.339	BASE
A0A6J7XFQ9_2	126	40.389	BASE
A0A6J7XFQ9_3	38	45.224	BASE
A0A6M3YNM0_1	265	63.978	BASE
A0A6M3YNM0_2	185	66.042	BASE
A0A6M3YNM0_3	1562	77.182	BASE
A0A8S5T4I4_1	1024	62.757	BASE
A0A8S5T4I4_3	68	48.813	BASE
E5ERA4_1	1929	78.901	BASE
E5ERA4_2	1693	68.947	BASE
E5ERA4_3	5713	80.015	BASE
A0A1I9RYW2_1	74	41.551	BASE
A0A3Q9NN19_2	163	37.996	BASE
A0A3Q9NN19_3	43	32.179	BASE
A0A6M9Z967_1	1996	41.196	BASE
A0A6M9Z967_3	109	56.665	BASE
A0A1L3KJ73_1	145	51.497	BASE
A0A1L3KJ73_2	219	52.075	BASE
A0A1L3KJ73_3	914	84.528	BASE
A0A8S5TKT5_1	221	54.979	BASE
A0A8S5TKT5_2	154	61.423	BASE
A0A8S5TKT5_3	61	49.306	BASE
A0A0M5L4B5_1	100	36.508	BASE
A0A0M5L4B5_2	76	54.319	BASE
A0A0M5L4B5_3	252	63.003	BASE
A0A1L3KJ69_1	64	31.475	BASE
A0A1L3KJ69_2	692	58.471	BASE
A0A1L3KHH3_1	31	39.647	BASE
A0A1L3KHH3_2	752	61.358	BASE
A0A8K1XCH7_1	179	47.414	BASE
A0A8K1XCH7_2	710	70.158	BASE
A0A7G9IR73_1	407	43.433	BASE
A0A7G9IR73_2	1151	58.537	BASE
A0A8K1XFG4_1	566	46.437	BASE
A0A8K1XFG4_2	961	72.289	BASE
A0A1L3KHG0_1	68	51.772	BASE
A0A1L3KHG0_2	137	76.134	BASE
A0A6G6XPD2_1	4439	53.805	BASE
A0A6G6XPD2_2	8061	53.052	BASE
A0A516L3K1_1	809	73.098	BASE
A0A516L3K1_2	1201	80.305	BASE
A0A8F2EFZ4_2	38	51.106	BASE
A0A8S5QAJ7_1	646	59.226	BASE
A0A8S5QAJ7_2	744	76.008	BASE
A0A6J5SPY5_1	819	61.746	BASE
A0A6J5SPY5_2	1087	66.736	BASE
A0A2Z4QKB0_1	353	61.131	BASE
A0A2Z4QKB0_2	61	53.861	BASE
A0A2U9K715_1	633	49.132	BASE
A0A2U9K715_2	732	58.63	BASE
A0A7G3W8T6_1	129	43.783	BASE
A0A7G3W8T6_2	137	53.456	BASE
A0A514D6F6_2	131	75.924	BASE
A0A8K1XY13_1	102	47.002	BASE
A0A8K1XY13_2	34	54.922	BASE
A0A7R7G2L7_1	503	68.925	BASE
A0A7R7G2L7_2	869	79.706	BASE
A0A8S5R3U9_1	844	72.526	BASE
A0A8S5R3U9_2	701	75.796	BASE
A0A7D7F2Y6_1	437	86.199	BASE
A0A481SI11_1	703	66.62	BASE
A0A481SI11_2	1545	81.651	BASE
A0A7M1RTN0_1	72	56.482	BASE
A0A7M1RTN0_2	131	60.398	BASE
A0A1L3KMQ6_1	164	86.113	BASE
A0A1L3KMQ6_2	56	58.206	BASE
A0A7G9UZB5_1	891	61.953	BASE
A0A7G9UZB5_2	8580	48.269	BASE
A0A6M3YS65_1	855	50.983	BASE
A0A6M3YS65_2	45	32.437	BASE
A0A2P1GNT0_1	82	35.874	BASE
A0A2P1GNT0_2	97	32.351	BASE
A0A6J7W8Y5_1	1125	49.197	BASE
A0A6J7W8Y5_2	372	60.878	BASE
A0A1L3KN23_1	379	85.045	BASE
A0A1L6UW37_1	56	40.483	BASE
A0A1L6UW37_2	181	69.766	BASE
A0A7L9VVR9_1	392	71.032	BASE
A0A7L9VVR9_2	108	72.516	BASE
A0A6M9Z7E0_1	69	43.041	BASE
A0A6M9Z7E0_2	1059	79.507	BASE
A0A7M1RX17_1	266	53.104	BASE
A0A7M1RX17_2	356	55.734	BASE
A0A7L8ZFM8_1	5991	81.241	BASE
A0A7L8ZFM8_2	1063	78.438	BASE
A0A8F5PJ15_1	218	54.513	BASE
A0A8F5PJ15_2	513	54.523	BASE
A0A1L3KN20_1	183	85.18	BASE
A0A8K1XCC7_1	168	85.382	BASE
A0A8K1XCC7_2	37	57.812	BASE
A0A513Q8L7_1	653	65.088	BASE
A0A513Q8L7_2	378	46.234	BASE
A0A6C0X2K4_1	139	85.358	BASE
A0A6C0X2K4_2	338	31.887	BASE
D2SLM5_1	74	43.329	BASE
D2SLM5_2	775	59.061	BASE
A0A5Q2W5U7_1	45	32.807	BASE
A0A5Q2W5U7_2	912	79.853	BASE
E5LLA6_1	596	73.603	BASE
E5LLA6_2	942	76.215	BASE
A0A5P8D3I5_1	188	67.565	BASE
A0A5P8D3I5_2	1109	78.699	BASE
A0A068EQ57_2	38	43.012	BASE
S4W654_1	7778	74.945	BASE
S4W654_2	10061	79.531	BASE
A0A514D7G0_2	271	48.085	BASE
M4QRQ4_1	1313	63.989	BASE
M4QRQ4_2	4930	71.98	BASE
A0A2P1GNT5_2	336	42.013	BASE
A0A6J7WS19_1	144	48.414	BASE
A0A6J7WS19_2	150	36.749	BASE
A0A3G5A4Z0_2	315	46.227	BASE
A0A1Q3DKY3_1	45	34.497	BASE
A0A1Q3DKY3_2	32	30.939	BASE
A0A6J5MCV5_1	2153	59.969	BASE
A0A6J5MCV5_2	3052	66.752	BASE
A0A8S5N530_1	7163	62.999	BASE
A0A8S5N530_2	597	56.548	BASE
A0A8F7CFC8_1	132	71.766	BASE
A0A8F7CFC8_2	79	32.838	BASE
A0A0F7L7B3_1	606	47.279	BASE
A0A0F7L7B3_2	816	81.319	BASE
A0A8S5P0D4_1	808	58.571	BASE
A0A8S5P0D4_2	288	58.19	BASE
A0A3G2LQJ7_1	247	53.867	BASE
A0A3G2LQJ7_2	602	85.687	BASE
A0A2S0CUG6_1	142	70.558	BASE
A0A2S0CUG6_2	280	57.202	BASE
A0A6J5MEP1_1	2167	78.839	BASE
A0A6J5MEP1_2	1176	54.56	BASE
A0A6J5KY89_1	3271	61.363	BASE
A0A6J5KY89_2	7461	65.593	BASE
A0A141ZK35	1210	82.647	BASE
A0A6J5M9M5	280	74.611	BASE
A0A6J7WL04	9013	77.136	BASE
A0A1B4XWF7	499	53.802	BASE
A0A1B4XWS8	210	40.932	BASE
A0A6J5SMW7	5592	58.868	BASE
A0A218MKY2	1907	57.672	BASE
A0A646QW61	357	67.429	BASE
F5B3M5	3467	76.619	BASE
A0A2P1GNM6	1073	60.331	BASE
A0A2Z5PZZ3	474	39.566	BASE
A0A2P1GMP2	542	44.313	BASE
A0A0B5KTY7	677	44.812	BASE
A0A6G8R4Q7	44	59.508	BASE
UPI0008073404	122	58.699	BASE
A0A481U603	396	75.984	BASE
Q91TL1	173	76.077	BASE
B4YYR0	831	76.844	BASE
A0A7D7F356	70	53.542	BASE
A0A516M0J5	1316	51.528	BASE
L7Z9M9	1657	80.647	BASE
A0A218MLH0	3400	71.133	BASE
UPI00080750FF	147	58.614	BASE
A4ZRC7	6170	69.986	BASE
D2TEY2	1137	56.78	BASE
A0A516MFH8	4604	65.462	BASE
E5ERL6	1278	82.677	BASE
A0A6J5RS54	452	82.562	BASE
A0A2R2X356	33	28.574	BASE
A0A514D482	176	51.316	BASE
Q52UN7	102	42.04	BASE
A0A8D9C9T5	962	86.056	BASE
A0A2H4PAP3	2666	75.042	BASE
A0A401IPP0	89	44.436	BASE
A0A516MDL0	1845	62.624	BASE
A0A482MJ42	739	78.729	BASE
A0A6J5LYP1	4370	41.975	BASE
A0A481ZD34	10	29.513	BASE
A0A2U7UE81	1334	65.132	BASE
G8DGH8	291	34.664	BASE
B0L9N4	568	84.911	BASE
A0A6C0PIL1	45	42.593	BASE
A0A6M5CCD9	176	53.908	BASE
A0A6G5YE27	3194	53.465	BASE
A0A6J5QGC8	3393	69.306	BASE
A0A2K9V7N9	137	80.846	BASE
A0A8S5V9W7	5915	79.908	BASE
A0A2L0UZ53	1122	81.395	BASE
D0EIN8	278	46.351	BASE
A0A5K0U9L1	7992	47.683	BASE
A0A499S5V4	64	59.676	BASE
A0A6J5MWX5	284	63.014	BASE
A0A6J7VQP0	852	57.595	BASE
Q8QNP4	349	57.952	BASE
A0A8F8X666	827	83.431	BASE
A0A873WBD0	4785	60.805	BASE
A0A6J5QKL4	1130	70.539	BASE
A0A6J5SG47	3191	70.381	BASE
Q2PBR5	104	43.236	BASE
A0A2U7UG30	12390	50.328	BASE
A0A0B5KKK4	65	47.158	BASE
A0A6J7WNM1	7447	68.209	BASE
A0A9E7E548	2303	65.301	BASE
A0A1D8KTF5	4579	73.73	BASE
A0A3G4ZYF7	352	74.144	BASE
A0A516LTA4	2418	76.235	BASE
A0A218KCH0	6496	49.233	BASE
A0A8S5NW80	4122	64.065	BASE
A0A0A7NNM6	1579	52.697	BASE
A0A385L367	1066	75.23	BASE
A0A6G5XXV5	113	41.61	BASE
A0A1L3KHP4	88	78.23	BASE
A0A6M3TDR1	2438	54.528	BASE
A0A6G5YJM4	3890	86.471	BASE
A0A088C3C4	140	82.177	BASE
A0A6J5P2I0	50	54.199	BASE
M4QHN2	447	73.682	BASE
A0A7T8G222	184	61.187	BASE
D9ZNE6	9612	58.933	BASE
A0A3G4ZPL3	5201	84.308	BASE
A0A514D2C0	761	68.302	BASE
A0A7S5KXT4	275	76.968	BASE
A0A516MCY5	845	58.462	BASE
D9ZNF0	682	71.412	BASE
A0A6J5P5G0	206	31.155	BASE
A0A1U9WQS0	394	85.327	BASE
A0A1L3KKB1	4	28.425	BASE
A0A1D8KTA7	1445	43.086	BASE
A0A8S5V0E1	238	85.837	BASE
A0A1L6KVX1	57	54.686	BASE
A0A0K0KVF1	8032	79.261	BASE
H9YRI1	166	85.909	BASE
A0A2U7NHA1	949	82.714	BASE
M1IAY4	1598	77.868	BASE
A0A1V0SIT9	5838	58.151	BASE
A0A386KK76	3652	85.075	BASE
A0A2P1GMC5	101	30.102	BASE
A0A650BYP6	669	79.902	BASE
A0A0X8E9U1	2952	79.954	BASE
A0A6J5NSW7	1238	65.589	BASE
A0A8E8PI30	114	81.236	BASE
A0A5P8D3S1	371	53.33	BASE
A0A345AXB5	257	76.837	BASE
Q1WAJ6	611	70.519	BASE
A0A1B1IQ42	96	60.483	BASE
A0A8S5N163	2143	60.735	BASE
A0A075FDU7	2021	84.65	BASE
A0A7L7YSA1	5961	84.64	BASE
M4QGX9	2929	83.335	BASE
C1KFN0	91	50.883	BASE
A0A1L3KKN6	235	64.214	BASE
A0A8K1U277	98	72.283	BASE
A0A8S5Q5T4	347	75.602	BASE
A0A8K1XH57	208	85.115	BASE
A0A7G3KII4	55	48.769	BASE
A0A3G4ZME8	23968	78.666	BASE
A0A6N1NXM2	217	78.702	BASE
A0A140G655	3511	78.651	BASE
A0A1L3KIV4	118	61.196	BASE
A0A7S8FJE2	194	55.596	BASE
A0A140FAQ8	89	82.066	BASE
A0A6J5NFZ5	105	62.748	BASE
A0A2S1GIK5	772	85.231	BASE
A0A1B1ITF5	91	35.433	BASE
A0A516MJY4	5361	74.083	BASE
A0A6F8PHX7	3	30.854	BASE
U3PZQ7	37	25.733	BASE
A0A3G5A5U5	70	66.466	BASE
A0A2I7R237	2524	43.551	BASE
G8DGJ9	97	65.721	BASE
A0A3G5AIK9	5708	76.042	BASE
A0A8S5SWX9	4183	57.71	BASE
A0A8E5ANC8	14228	83.713	BASE
A0A1C9U5F8	98	67.09	BASE
A0A6J7WXU6	388	60.428	BASE
A0A6G8R5V9	2336	65.884	BASE
A0A8S5USQ0	241	88.683	BASE
A0A6J5KLB3	1282	76.27	BASE
A0A8S5UCV3	92	74.135	BASE
A0A5Q2F3L1	159	73.201	BASE
A0A514D2M1	49	49.595	BASE
Q2Z264	6960	76.787	BASE
UPI001E813648	2362	75.313	BASE
A0A076FGT9	7164	86.317	BASE
S0DHF4	238	47.0	BASE
A0A410T6Q3	4544	51.436	BASE
A0A6J7X0X0	4113	53.13	BASE
A0A6J5PKR0	2957	67.03	BASE
A0A916KQB7	1987	72.337	BASE
A0A1V0SBS6	369	30.441	BASE
G8XUC0	238	62.394	BASE
A0A0S2E6E4	4097	45.79	BASE
A0A7G9V067	670	57.619	BASE
A0A3S7UNL1	693	70.574	BASE
A0A6J5LFE9	1723	64.907	BASE
S4W248	13972	80.061	BASE
